timestamp,temperature
2023-02-13 19:39:38,7.3125
2023-02-13 20:49:39,7.125
2023-02-13 22:19:42,7.0625
2023-02-13 22:59:41,6.9375
2023-02-14 00:19:42,7.0
2023-02-14 02:45:44,6.5
2023-02-14 02:55:44,6.4375
2023-02-14 04:05:45,6.3125
2023-02-14 04:55:46,6.0
2023-02-14 09:16:51,5.6875
2023-02-14 12:08:52,7.8125
2023-02-14 12:48:56,7.25
2023-02-14 12:48:57,6.75
2023-02-14 13:13:53,8.125
2023-02-14 14:09:54,8.6875
2023-02-14 14:54:54,9.8125
2023-02-14 17:45:56,8.8125
2023-02-14 19:21:57,8.8125
2023-02-14 20:48:01,9.25
2023-02-15 00:40:04,8.25
2023-02-15 00:55:02,7.75
2023-02-15 00:55:03,8.4375
2023-02-15 00:55:04,8.5
2023-02-15 00:55:04,8.5
2023-02-15 00:55:06,8.1875
2023-02-15 03:16:06,6.9375
2023-02-15 03:16:08,7.5625
2023-02-15 03:16:09,7.6875
2023-02-15 05:27:12,6.5
2023-02-15 05:27:12,6.5
2023-02-15 06:02:07,5.5
2023-02-15 06:02:08,5.125
2023-02-15 08:29:09,4.8125
2023-02-15 08:29:10,4.9375
2023-02-15 12:59:12,11.5
2023-02-15 15:59:16,12.5625
2023-02-15 16:09:15,12.3125
2023-02-15 16:44:15,11.9375
2023-02-15 17:04:15,11.3125
2023-02-15 18:04:16,10.9375
2023-02-15 21:35:19,9.125
2023-02-15 22:55:20,8.4375
2023-02-15 23:35:21,8.25
2023-02-15 23:35:22,8.375
2023-02-16 01:46:24,6.8125
2023-02-16 02:57:24,6.6875
2023-02-16 04:53:25,7.375
2023-02-16 05:58:27,7.3125
2023-02-16 07:04:27,7.5625
2023-02-16 08:55:29,6.4375
2023-02-16 13:51:34,12.6875
2023-02-16 14:37:34,12.875
2023-02-16 14:37:34,12.875
2023-02-16 15:12:33,12.8125
2023-02-16 15:12:34,12.8125
2023-02-16 15:12:35,12.3125
2023-02-16 17:28:35,13.1875
2023-02-16 17:43:35,13.3125
2023-02-16 17:43:37,13.625
2023-02-16 17:43:38,13.6875
2023-02-16 17:43:39,13.6875
2023-02-16 18:59:36,12.375
2023-02-16 18:59:37,12.4375
2023-02-16 19:34:39,12.6875
2023-02-16 20:40:39,12.25
2023-02-16 20:40:40,12.1875
2023-02-16 21:30:38,11.375
2023-02-16 21:30:39,11.0625
2023-02-16 22:31:39,10.75
2023-02-16 22:31:40,10.875
2023-02-17 00:06:41,11.8125
2023-02-17 00:06:42,11.6875
2023-02-17 00:06:44,11.3125
2023-02-17 01:27:42,11.375
2023-02-17 03:33:45,11.875
2023-02-17 03:33:47,11.4375
2023-02-17 03:33:49,12.0
2023-02-17 04:08:44,11.8125
2023-02-17 05:43:45,11.3125
2023-02-17 07:04:46,11.0625
2023-02-17 07:04:47,10.9375
2023-02-17 07:04:47,10.6875
2023-02-17 08:50:52,11.125
2023-02-17 08:50:52,11.125
2023-02-17 09:40:48,10.4375
2023-02-17 09:40:48,10.4375
2023-02-17 11:31:50,11.25
2023-02-17 12:21:50,11.375
2023-02-17 14:17:52,13.125
2023-02-17 17:03:54,14.5625
2023-02-18 01:04:01,13.375
2023-02-18 17:34:14,13.75
2023-02-19 01:34:21,11.625
2023-02-20 13:34:50,15.3125
2023-02-20 14:49:51,15.8125
2023-02-20 15:34:52,16.0
2023-02-22 04:10:22,6.1875
2023-02-22 07:37:24,7.375
2023-02-22 09:47:26,8.1875
2023-02-23 02:48:40,8.125
2023-02-23 04:08:41,8.5
2023-02-23 12:14:48,9.125
2023-02-23 12:34:48,8.8125
2023-02-23 13:10:49,9.0625
2023-02-23 20:36:55,7.1875
2023-02-24 13:39:09,11.5625
2023-02-24 19:59:14,11.625
2023-02-24 20:19:14,11.3125
2023-02-24 22:20:16,10.625
2023-02-25 08:41:24,9.6875
2023-02-25 17:16:31,12.4375
2023-02-26 04:56:40,5.125
2023-02-26 06:21:42,4.9375
2023-02-26 08:41:44,5.375
2023-02-26 16:21:50,14.125
2023-02-26 20:01:53,10.875
2023-02-26 22:22:55,10.6875
2023-02-27 04:23:00,8.25
2023-02-27 06:43:02,7.625
