timestamp,temperature,same_label,outliers_label,repaired_value
2023-01-30 01:13:22,18.65617942810059,0,0,18.65617942810059
2023-01-30 01:18:22,18.71074867248535,0,0,18.71074867248535
2023-01-30 01:23:22,18.69711685180664,0,0,18.69711685180664
2023-01-30 01:28:22,18.72440147399902,0,0,18.72440147399902
2023-01-30 01:33:22,18.61524200439453,0,0,18.61524200439453
2023-01-30 01:38:21,18.57432556152344,0,0,18.57432556152344
2023-01-30 01:43:21,18.49247169494629,0,0,18.49247169494629
2023-01-30 01:48:21,18.51975631713867,0,0,18.51975631713867
2023-01-30 01:53:22,18.56067276000977,0,0,18.56067276000977
2023-01-30 01:58:22,18.56067276000977,0,0,18.56067276000977
2023-01-30 02:03:22,18.51975631713867,0,0,18.51975631713867
2023-01-30 02:08:22,18.46518707275391,0,0,18.46518707275391
2023-01-30 02:13:22,18.38333129882812,0,0,18.38333129882812
2023-01-30 02:18:22,18.38333129882812,0,0,18.38333129882812
2023-01-30 02:23:22,18.34241485595703,0,0,18.34241485595703
2023-01-30 02:28:22,18.27419281005859,0,0,18.27419281005859
2023-01-30 02:33:22,18.2332763671875,0,0,18.2332763671875
2023-01-30 02:38:22,18.20599174499512,0,0,18.20599174499512
2023-01-30 02:43:22,18.35604667663574,0,0,18.35604667663574
2023-01-30 02:48:22,18.32876205444336,0,0,18.32876205444336
2023-01-30 02:53:22,18.24692726135254,0,0,18.24692726135254
2023-01-30 02:58:22,18.34241485595703,0,0,18.34241485595703
2023-01-30 03:03:22,18.20599174499512,0,0,18.20599174499512
2023-01-30 03:08:22,18.19235801696777,0,0,18.19235801696777
2023-01-30 03:13:22,18.15144157409668,0,0,18.15144157409668
2023-01-30 03:18:22,18.11050415039062,0,0,18.11050415039062
2023-01-30 03:23:22,18.16507339477539,0,0,18.16507339477539
2023-01-30 03:28:22,18.1241569519043,0,0,18.1241569519043
2023-01-30 03:33:22,18.17870712280273,0,0,18.17870712280273
2023-01-30 03:38:22,18.0832405090332,0,0,18.0832405090332
2023-01-30 03:43:22,18.06958770751953,0,0,18.06958770751953
2023-01-30 03:48:22,18.01503753662109,0,0,18.01503753662109
2023-01-30 03:53:22,17.98806762695312,0,0,17.98806762695312
2023-01-30 03:58:22,18.00138473510742,0,0,18.00138473510742
2023-01-30 04:03:22,18.00138473510742,0,0,18.00138473510742
2023-01-30 04:08:22,17.96148109436035,0,0,17.96148109436035
2023-01-30 04:13:22,17.89502716064453,0,0,17.89502716064453
2023-01-30 04:18:23,17.96148109436035,0,0,17.96148109436035
2023-01-30 04:23:23,17.84187507629395,0,0,17.84187507629395
2023-01-30 04:28:23,17.85515785217285,0,0,17.85515785217285
2023-01-30 04:33:23,17.88174438476562,0,0,17.88174438476562
2023-01-30 04:38:23,17.90832901000977,0,0,17.90832901000977
2023-01-30 04:43:23,17.84187507629395,0,0,17.84187507629395
2023-01-30 04:48:23,17.86846160888672,0,0,17.86846160888672
2023-01-30 04:53:22,17.77542114257812,0,0,17.77542114257812
2023-01-30 04:58:23,17.8152904510498,0,0,17.8152904510498
