timestamp,AccelerationRmsY
2023-01-31 00:33:54,5.440000057220459
2023-01-31 12:34:03,5.659999847412109
2023-01-31 20:34:09,4.21999979019165
2023-02-01 02:34:14,5.5
2023-02-03 12:45:00,4.059999942779541
2023-02-03 16:45:03,5.549999713897705
2023-02-03 19:25:05,5.440000057220459
2023-02-04 00:35:09,5.599999904632568
2023-02-04 04:45:12,5.699999809265137
2023-02-04 10:45:17,5.569999694824219
2023-02-04 11:10:17,5.579999923706055
2023-02-04 11:10:17,5.579999923706055
2023-02-05 04:35:31,3.869999885559082
2023-02-05 14:45:39,5.609999656677246
2023-02-06 12:45:56,5.449999809265137
2023-02-07 09:16:12,5.480000019073486
2023-02-07 13:06:15,5.440000057220459
2023-02-07 15:26:17,5.519999980926514
2023-02-07 23:06:23,5.480000019073486
2023-02-08 05:06:28,5.21999979019165
2023-02-08 05:26:28,5.190000057220459
2023-02-08 06:36:29,5.170000076293945
2023-02-08 19:26:39,5.519999980926514
2023-02-10 11:27:10,5.449999809265137
2023-02-10 12:37:11,5.309999942779541
2023-02-10 13:27:12,5.230000019073486
2023-02-10 21:27:18,5.440000057220459
2023-02-10 21:27:18,5.440000057220459
2023-02-10 23:27:19,5.46999979019165
2023-02-11 08:37:27,5.460000038146973
2023-02-11 22:47:38,5.509999752044678
2023-02-11 23:27:38,5.480000019073486
2023-02-12 00:47:40,5.46999979019165
2023-02-12 01:07:40,5.480000019073486
2023-02-12 04:37:43,5.309999942779541
2023-02-12 07:27:45,5.359999656677246
2023-02-12 19:27:54,5.420000076293945
2023-02-13 05:28:02,5.440000057220459
2023-02-13 09:28:05,5.460000038146973
2023-02-14 09:28:25,5.509999752044678
2023-02-15 19:28:51,5.920000076293945
2023-02-15 19:28:51,5.920000076293945
2023-02-16 03:28:57,5.039999961853027
2023-02-16 05:28:59,5.25
2023-02-16 13:29:05,4.940000057220459
2023-02-16 17:29:08,5.079999923706055
2023-02-18 05:34:37,4.940000057220459
2023-02-18 05:34:37,4.940000057220459
2023-02-18 23:29:51,4.960000038146973
2023-02-19 00:49:52,4.829999923706055
2023-02-20 20:50:27,6.429999828338623
2023-02-20 23:30:29,5.039999961853027
2023-02-22 23:31:07,5.559999942779541
2023-02-23 13:31:18,5.619999885559082
2023-02-24 15:46:39,2.730000019073486
2023-02-25 07:46:52,6.460000038146973
2023-02-25 19:32:01,5.650000095367432
